Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,unit price,sub category,shipping price,month,name_city_state,order_category,retail_price,Diff_ship_order
5/2/2017,CA-2017-139010,4,Matthew Clasen,Corporate,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Wilson Jones,Los Angeles,California,West,5/10/2017,Second Class,0.2,6,0.35,19,5.94,Binders,6.7,5,"Matthew Clasen, Los Angeles, California",Low,5.94,8
5/3/2017,CA-2017-139157,1,Greg Matthias,Consumer,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Chromcraft,New York City,New York,East,5/4/2017,Standard Class,0.4,-116,-0.35,331,551.67,Tables,10.09,5,"Greg Matthias, New York City, New York",Loss,551.67,1
5/3/2017,CA-2017-139269,4,Julia Barnett,Home Office,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Eldon,Columbus,Georgia,South,5/13/2017,Standard Class,0,6,0.25,25,6.25,Furnishings,6.86,5,"Julia Barnett, Columbus, Georgia",Low,6.25,10
5/3/2017,CA-2017-139381,4,Roy Französisch,Consumer,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Eureka,Chesapeake,Virginia,South,5/6/2017,Standard Class,0,55,0.27,204,51,Appliances,9.62,5,"Roy Französisch, Chesapeake, Virginia",High,51,3
5/3/2017,CA-2017-139269,9,Julia Barnett,Home Office,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Fellowes,Columbus,Georgia,South,5/13/2017,Standard Class,0,152,0.12,1268,140.89,Storage,6.86,5,"Julia Barnett, Columbus, Georgia",High,140.89,10
5/3/2017,CA-2017-139234,2,Art Ferguson,Consumer,Insertable Tab Post Binder Dividers,Office Supplies,Other,Chicago,Illinois,Central,5/13/2017,Standard Class,0.8,-5,-1.65,3,7.5,Binders,13.2,5,"Art Ferguson, Chicago, Illinois",Loss,7.5,10
5/3/2017,CA-2017-139234,2,Art Ferguson,Consumer,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Logitech,Chicago,Illinois,Central,5/13/2017,Standard Class,0.2,-3,-0.13,26,16.25,Accessories,13.2,5,"Art Ferguson, Chicago, Illinois",Loss,16.25,10
5/3/2017,CA-2017-139395,5,Matthew Grinstein,Home Office,Newell 333,Office Supplies,Newell,Jackson,Michigan,Central,5/13/2017,Standard Class,0,4,0.26,14,2.8,Art,13.85,5,"Matthew Grinstein, Jackson, Michigan",Low,2.8,10
5/3/2017,CA-2017-139381,4,Roy Französisch,Consumer,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Other,Chesapeake,Virginia,South,5/6/2017,Standard Class,0,8,0.27,30,7.5,Phones,9.62,5,"Roy Französisch, Chesapeake, Virginia",Low,7.5,3
5/3/2017,CA-2017-139269,2,Julia Barnett,Home Office,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Wirebound,Columbus,Georgia,South,5/13/2017,Standard Class,0,9,0.48,19,9.5,Paper,6.86,5,"Julia Barnett, Columbus, Georgia",Low,9.5,10
5/5/2017,CA-2017-139808,12,Mick Crebagga,Consumer,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Alliance,Marysville,Washington,West,5/6/2017,Standard Class,0,1,0.01,93,7.75,Fasteners,13.87,5,"Mick Crebagga, Marysville, Washington",Low,7.75,1
5/5/2017,CA-2017-139885,6,Ellis Ballard,Corporate,Belkin OmniView SE Rackmount Kit,Office Supplies,Belkin,New York City,New York,East,5/10/2017,Standard Class,0,0,0,213,35.5,Storage,10.09,5,"Ellis Ballard, New York City, New York",Loss,35.5,5
5/5/2017,CA-2017-139878,2,Lisa DeCherney,Consumer,Digium D40 VoIP phone,Technology,Other,Detroit,Michigan,Central,5/6/2017,Standard Class,0,75,0.29,258,129,Phones,5.45,5,"Lisa DeCherney, Detroit, Michigan",High,129,1
5/5/2017,CA-2017-139395,2,Matthew Grinstein,Home Office,Fellowes Desktop Hanging File Manager,Office Supplies,Fellowes,Jackson,Michigan,Central,5/13/2017,Standard Class,0,7,0.25,27,13.5,Storage,13.85,5,"Matthew Grinstein, Jackson, Michigan",Low,13.5,8
5/5/2017,CA-2017-139689,4,Michael Paige,Corporate,GBC Wire Binding Strips,Office Supplies,GBC,Bristol,Tennessee,South,5/14/2017,Standard Class,0.7,-28,-0.73,38,31.67,Binders,6.55,5,"Michael Paige, Bristol, Tennessee",Loss,31.67,9
5/5/2017,CA-2017-139549,4,Muhammed Yedwab,Corporate,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Hon,El Cajon,California,West,5/9/2017,Standard Class,0.2,5,0.01,387,120.94,Chairs,14.21,5,"Muhammed Yedwab, El Cajon, California",Low,120.94,4
5/5/2017,CA-2017-139934,7,Andy Yotov,Corporate,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Other,San Francisco,California,West,5/13/2017,First Class,0.2,7,0.1,67,11.96,Phones,16.04,5,"Andy Yotov, San Francisco, California",Low,11.96,8
5/5/2017,CA-2017-139395,7,Matthew Grinstein,Home Office,Jabra SPEAK 410,Technology,Jabra,Jackson,Michigan,Central,5/13/2017,Standard Class,0,184,0.28,658,94,Phones,13.85,5,"Matthew Grinstein, Jackson, Michigan",High,94,8
5/5/2017,CA-2017-139409,4,Fred Wasserman,Corporate,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Other,New York City,New York,East,5/15/2017,First Class,0,12,0.28,44,11,Phones,23.55,5,"Fred Wasserman, New York City, New York",Low,11,10
5/5/2017,CA-2017-139556,3,Dennis Bolton,Home Office,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Office Star,New York City,New York,East,5/16/2017,Standard Class,0.1,63,0.14,435,161.11,Chairs,10.09,5,"Dennis Bolton, New York City, New York",High,161.11,11
5/5/2017,CA-2017-139395,4,Matthew Grinstein,Home Office,Westinghouse Clip-On Gooseneck Lamps,Furniture,Westinghouse,Jackson,Michigan,Central,5/13/2017,Standard Class,0,9,0.26,33,8.25,Furnishings,13.85,5,"Matthew Grinstein, Jackson, Michigan",Low,8.25,8
5/5/2017,CA-2017-139689,3,Michael Paige,Corporate,Zipper Ring Binder Pockets,Office Supplies,Other,Bristol,Tennessee,South,5/14/2017,Standard Class,0.7,-2,-0.7,3,3.33,Binders,6.55,5,"Michael Paige, Bristol, Tennessee",Loss,3.33,9
5/6/2017,CA-2017-140046,3,Khloe Miller,Consumer,Avery 495,Office Supplies,Avery,Los Angeles,California,West,5/9/2017,Standard Class,0,9,0.46,19,6.33,Labels,14.86,5,"Khloe Miller, Los Angeles, California",Low,6.33,3
5/6/2017,CA-2017-139941,3,Christy Brittain,Consumer,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Bionaire,Long Beach,New York,East,5/7/2017,Standard Class,0,18,0.35,53,17.67,Appliances,8.84,5,"Christy Brittain, Long Beach, New York",Low,17.67,1
5/6/2017,CA-2017-140018,3,Chloris Kastensmidt,Consumer,"Computer Room Manger, 14""",Furniture,Other,Columbus,Ohio,East,5/16/2017,Standard Class,0.2,16,0.2,78,32.5,Furnishings,6.86,5,"Chloris Kastensmidt, Columbus, Ohio",Low,32.5,10
5/6/2017,CA-2017-140018,3,Chloris Kastensmidt,Consumer,"Global Value Steno Chair, Gray",Furniture,Global,Columbus,Ohio,East,5/16/2017,Standard Class,0.3,-9,-0.07,128,60.95,Chairs,6.86,5,"Chloris Kastensmidt, Columbus, Ohio",Loss,60.95,10
5/6/2017,CA-2017-139997,5,Eugene Moren,Home Office,Hewlett Packard 310 Color Digital Copier,Technology,Hewlett-Packard,Lehi,Utah,West,5/7/2017,First Class,0,450,0.3,1500,300,Copiers,20.05,5,"Eugene Moren, Lehi, Utah",High,300,1
5/6/2017,CA-2017-139941,3,Christy Brittain,Consumer,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Other,Long Beach,New York,East,5/7/2017,Standard Class,0,42,0.45,93,31,Paper,8.84,5,"Christy Brittain, Long Beach, New York",High,31,1
5/6/2017,CA-2017-140018,7,Chloris Kastensmidt,Consumer,Texas Instrument TI-15 Fraction Calculator,Technology,Texas Instruments,Columbus,Ohio,East,5/16/2017,Standard Class,0.7,-24,-0.8,30,14.29,Machines,6.86,5,"Chloris Kastensmidt, Columbus, Ohio",Loss,14.29,10
5/7/2017,CA-2017-140130,2,Helen Wasserman,Corporate,Fiskars Softgrip Scissors,Office Supplies,Fiskars,Tulsa,Oklahoma,Central,5/9/2017,Standard Class,0,6,0.28,22,11,Supplies,6.93,5,"Helen Wasserman, Tulsa, Oklahoma",Low,11,2
5/7/2017,CA-2017-140081,6,Catherine Glotzbach,Home Office,JM Magazine Binder,Office Supplies,Other,Philadelphia,Pennsylvania,East,5/15/2017,Standard Class,0.7,-22,-0.73,30,16.67,Binders,7.98,5,"Catherine Glotzbach, Philadelphia, Pennsylvania",Loss,16.67,8
5/7/2017,CA-2017-140130,3,Helen Wasserman,Corporate,Newell 31,Office Supplies,Newell,Tulsa,Oklahoma,Central,5/9/2017,Standard Class,0,3,0.28,12,4,Art,6.93,5,"Helen Wasserman, Tulsa, Oklahoma",Low,4,2
5/7/2017,CA-2017-140081,2,Catherine Glotzbach,Home Office,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Sanyo,Philadelphia,Pennsylvania,East,5/15/2017,Standard Class,0.2,34,0.07,448,280,Appliances,7.98,5,"Catherine Glotzbach, Philadelphia, Pennsylvania",High,280,8
5/7/2017,CA-2017-140081,8,Catherine Glotzbach,Home Office,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Wirebound,Philadelphia,Pennsylvania,East,5/15/2017,Standard Class,0.2,15,0.34,45,7.03,Paper,7.98,5,"Catherine Glotzbach, Philadelphia, Pennsylvania",Low,7.03,8
5/7/2017,CA-2017-140081,3,Catherine Glotzbach,Home Office,Xerox 202,Office Supplies,Xerox,Philadelphia,Pennsylvania,East,5/15/2017,Standard Class,0.2,5,0.35,16,6.67,Paper,7.98,5,"Catherine Glotzbach, Philadelphia, Pennsylvania",Low,6.67,8
5/8/2017,CA-2017-140382,3,Ruben Dartt,Consumer,Avery 516,Office Supplies,Avery,San Francisco,California,West,5/15/2017,Second Class,0,10,0.47,22,7.33,Labels,2.77,5,"Ruben Dartt, San Francisco, California",Low,7.33,7
5/8/2017,CA-2017-140207,5,Christopher Schild,Home Office,Cardinal Holdit Data Disk Pockets,Office Supplies,Cardinal,San Jose,California,West,5/15/2017,Standard Class,0.2,10,0.34,29,7.25,Binders,11.02,5,"Christopher Schild, San Jose, California",Low,7.25,7
5/8/2017,CA-2017-140130,3,Helen Wasserman,Corporate,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Carina,Tulsa,Oklahoma,Central,5/9/2017,Standard Class,0,10,0.03,333,111,Storage,6.93,5,"Helen Wasserman, Tulsa, Oklahoma",Low,111,1
5/8/2017,CA-2017-140130,3,Helen Wasserman,Corporate,Hon Mobius Operator's Chair,Furniture,Hon,Tulsa,Oklahoma,Central,5/9/2017,Standard Class,0,81,0.22,369,123,Chairs,6.93,5,"Helen Wasserman, Tulsa, Oklahoma",High,123,1
5/8/2017,CA-2017-140256,2,Pauline Webber,Corporate,Newell 346,Office Supplies,Newell,Los Angeles,California,West,5/15/2017,Standard Class,0,2,0.29,6,3,Art,14.86,5,"Pauline Webber, Los Angeles, California",Low,3,7
5/8/2017,CA-2017-140249,2,Shaun Weien,Consumer,Samsung Galaxy S4,Technology,Samsung,Seattle,Washington,West,5/14/2017,Standard Class,0.2,125,0.13,1002,626.25,Phones,7,5,"Shaun Weien, Seattle, Washington",High,626.25,6
5/8/2017,CA-2017-140382,1,Ruben Dartt,Consumer,Xerox 1884,Office Supplies,Xerox,San Francisco,California,West,5/15/2017,Second Class,0,9,0.47,20,20,Paper,2.77,5,"Ruben Dartt, San Francisco, California",Low,20,7
5/9/2017,CA-2017-140501,4,Irene Maddox,Consumer,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Avery,New York City,New York,East,5/12/2017,Standard Class,0,56,0.46,122,30.5,Labels,10.09,5,"Irene Maddox, New York City, New York",High,30.5,3
5/9/2017,CA-2017-140501,5,Irene Maddox,Consumer,Avery 52,Office Supplies,Avery,New York City,New York,East,5/12/2017,Standard Class,0,9,0.47,18,3.6,Labels,10.09,5,"Irene Maddox, New York City, New York",Low,3.6,3
5/9/2017,CA-2017-140564,8,Tony Chapman,Home Office,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,BIC,Washington,District of Columbia,East,5/17/2017,Second Class,0,13,0.39,34,4.25,Art,5.53,5,"Tony Chapman, Washington, District of Columbia",Low,4.25,8
5/9/2017,CA-2017-140501,5,Irene Maddox,Consumer,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Fellowes,New York City,New York,East,5/12/2017,Standard Class,0,39,0.12,325,65,Storage,10.09,5,"Irene Maddox, New York City, New York",High,65,3
5/9/2017,CA-2017-140543,6,Corey-Lock,Consumer,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Fellowes,Florence,South Carolina,South,5/15/2017,Second Class,0,19,0.1,192,32,Storage,4.55,5,"Corey-Lock, Florence, South Carolina",Low,32,6
5/9/2017,CA-2017-140417,1,Katrina Edelman,Corporate,GBC Poly Designer Binding Covers,Office Supplies,GBC,Tigard,Oregon,West,5/14/2017,Standard Class,0.7,-4,-0.7,5,16.67,Binders,14.93,5,"Katrina Edelman, Tigard, Oregon",Loss,16.67,5
5/9/2017,CA-2017-140382,4,Ruben Dartt,Consumer,Mobile Personal File Cube,Office Supplies,Other,San Francisco,California,West,5/15/2017,Second Class,0,25,0.27,94,23.5,Storage,2.77,5,"Ruben Dartt, San Francisco, California",Low,23.5,6
5/9/2017,CA-2017-140382,7,Ruben Dartt,Consumer,Nortel Meridian M3904 Professional Digital phone,Technology,Nortel,San Francisco,California,West,5/15/2017,Second Class,0.2,97,0.11,862,153.93,Phones,2.77,5,"Ruben Dartt, San Francisco, California",High,153.93,6
5/9/2017,CA-2017-140417,9,Katrina Edelman,Corporate,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,REDIFORM,Tigard,Oregon,West,5/14/2017,Standard Class,0.2,23,0.38,60,8.33,Paper,14.93,5,"Katrina Edelman, Tigard, Oregon",Low,8.33,5
5/9/2017,CA-2017-140438,3,Pauline Webber,Corporate,Samsung Rugby III,Technology,Samsung,New York City,New York,East,5/19/2017,Second Class,0,53,0.27,198,66,Phones,0.94,5,"Pauline Webber, New York City, New York",High,66,10
5/9/2017,CA-2017-140501,3,Irene Maddox,Consumer,Tops White Computer Printout Paper,Office Supplies,TOPS,New York City,New York,East,5/12/2017,Standard Class,0,69,0.47,147,49,Paper,10.09,5,"Irene Maddox, New York City, New York",High,49,3
5/9/2017,CA-2017-140501,2,Irene Maddox,Consumer,Translucent Push Pins by OIC,Office Supplies,OIC,New York City,New York,East,5/12/2017,Standard Class,0,1,0.37,4,2,Fasteners,10.09,5,"Irene Maddox, New York City, New York",Low,2,3
5/10/2017,CA-2017-140613,5,Kristina Nunn,Home Office,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Fiskars,Sparks,Nevada,West,5/22/2017,Standard Class,0,25,0.29,86,17.2,Supplies,14.28,5,"Kristina Nunn, Sparks, Nevada",Low,17.2,12
5/10/2017,CA-2017-140571,2,Sanjit Jacobs,Home Office,Xerox 1964,Office Supplies,Xerox,Jackson,Mississippi,South,5/13/2017,Standard Class,0,21,0.46,46,23,Paper,13.85,5,"Sanjit Jacobs, Jackson, Mississippi",Low,23,3
5/10/2017,CA-2017-140571,14,Sanjit Jacobs,Home Office,Xerox 1964,Office Supplies,Xerox,Jackson,Mississippi,South,5/13/2017,Standard Class,0,147,0.46,320,22.86,Paper,13.85,5,"Sanjit Jacobs, Jackson, Mississippi",High,22.86,3
5/11/2017,CA-2017-140634,2,Hunter Lopez,Consumer,Staple envelope,Office Supplies,Staple envelope,Houston,Texas,Central,5/20/2017,Second Class,0.2,5,0.33,16,10,Envelopes,9.96,5,"Hunter Lopez, Houston, Texas",Low,10,9
5/12/2017,CA-2017-140746,1,Roy Collins,Consumer,"Bevis Round Bullnose 29"" High Table Top",Furniture,Bevis,Fairfield,Connecticut,East,5/12/2017,Same Day,0.3,-16,-0.09,182,260,Tables,47.05,5,"Roy Collins, Fairfield, Connecticut",Loss,260,0
5/12/2017,CA-2017-140641,5,Emily Phan,Consumer,Canvas Sectional Post Binders,Office Supplies,Other,Tampa,Florida,South,5/22/2017,Standard Class,0.7,-27,-0.7,38,25.33,Binders,9.89,5,"Emily Phan, Tampa, Florida",Loss,25.33,10
5/12/2017,CA-2017-140928,4,Nona Balk,Corporate,Chromcraft Round Conference Tables,Furniture,Chromcraft,Jacksonville,Florida,South,5/15/2017,Standard Class,0.45,-167,-0.44,383,174.09,Tables,14.61,5,"Nona Balk, Jacksonville, Florida",Loss,174.09,3
5/12/2017,CA-2017-140774,3,Brad Eason,Home Office,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Panasonic,Olathe,Kansas,Central,5/17/2017,Standard Class,0,27,0.25,108,36,Art,10.61,5,"Brad Eason, Olathe, Kansas",Low,36,5
5/12/2017,CA-2017-140977,1,James Lanier,Home Office,Penpower WorldCard Pro Card Scanner,Technology,Other,Chattanooga,Tennessee,South,5/13/2017,Second Class,0.5,-2,-0.02,91,182,Machines,9.13,5,"James Lanier, Chattanooga, Tennessee",Loss,182,1
5/12/2017,CA-2017-140935,2,Aaron Bergman,Consumer,Samsung Convoy 3,Technology,Samsung,Oklahoma City,Oklahoma,Central,5/21/2017,First Class,0,62,0.28,222,111,Phones,20.32,5,"Aaron Bergman, Oklahoma City, Oklahoma",High,111,9
5/12/2017,CA-2017-140935,2,Aaron Bergman,Consumer,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Sauder,Oklahoma City,Oklahoma,Central,5/21/2017,First Class,0,55,0.16,342,171,Bookcases,20.32,5,"Aaron Bergman, Oklahoma City, Oklahoma",High,171,9
5/14/2017,CA-2017-141082,4,Fred McMath,Consumer,Avery 477,Office Supplies,Avery,Lawrence,Massachusetts,East,5/21/2017,Standard Class,0,56,0.46,122,30.5,Labels,13.83,5,"Fred McMath, Lawrence, Massachusetts",High,30.5,7
5/14/2017,CA-2017-141082,1,Fred McMath,Consumer,Avery 517,Office Supplies,Avery,Lawrence,Massachusetts,East,5/21/2017,Standard Class,0,2,0.47,4,4,Labels,13.83,5,"Fred McMath, Lawrence, Massachusetts",Low,4,7
5/14/2017,CA-2017-141397,2,Roy Collins,Consumer,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Belkin,Pasadena,California,West,5/25/2017,First Class,0,6,0.26,22,11,Appliances,20.65,5,"Roy Collins, Pasadena, California",Low,11,11
5/14/2017,CA-2017-141397,3,Roy Collins,Consumer,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Fellowes,Pasadena,California,West,5/25/2017,First Class,0,10,0.06,162,54,Storage,20.65,5,"Roy Collins, Pasadena, California",Low,54,11
5/14/2017,CA-2017-141180,4,Darren Powers,Consumer,GBC Instant Report Kit,Office Supplies,GBC,Fort Lauderdale,Florida,South,5/24/2017,Second Class,0.7,-5,-0.67,8,6.67,Binders,9.73,5,"Darren Powers, Fort Lauderdale, Florida",Loss,6.67,10
5/14/2017,CA-2017-141397,3,Roy Collins,Consumer,GBC Plastic Binding Combs,Office Supplies,GBC,Pasadena,California,West,5/25/2017,First Class,0.2,6,0.36,18,7.5,Binders,20.65,5,"Roy Collins, Pasadena, California",Low,7.5,11
5/14/2017,CA-2017-141019,1,Logan Haushalter,Consumer,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,GE,Cincinnati,Ohio,East,5/14/2017,Same Day,0.2,30,0.38,79,98.75,Furnishings,52.45,5,"Logan Haushalter, Cincinnati, Ohio",Low,98.75,0
5/14/2017,CA-2017-141397,2,Roy Collins,Consumer,Hon Valutask Swivel Chairs,Furniture,Hon,Pasadena,California,West,5/25/2017,First Class,0.2,-8,-0.05,162,101.25,Chairs,20.65,5,"Roy Collins, Pasadena, California",Loss,101.25,11
5/14/2017,CA-2017-141397,7,Roy Collins,Consumer,Xerox 1898,Office Supplies,Xerox,Pasadena,California,West,5/25/2017,First Class,0,22,0.48,47,6.71,Paper,20.65,5,"Roy Collins, Pasadena, California",Low,6.71,11
5/15/2017,CA-2017-141586,5,Neil Knudson,Home Office,"Avery Durable Plastic 1"" Binders",Office Supplies,Avery,San Francisco,California,West,5/19/2017,First Class,0.2,7,0.36,18,4.5,Binders,16.04,5,"Neil Knudson, San Francisco, California",Low,4.5,4
5/15/2017,CA-2017-141551,1,Benjamin Patterson,Consumer,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Avery,Broken Arrow,Oklahoma,Central,5/20/2017,Standard Class,0,3,0.46,6,6,Binders,10.36,5,"Benjamin Patterson, Broken Arrow, Oklahoma",Low,6,5
5/15/2017,CA-2017-141523,3,Mark Haberlin,Corporate,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,GBC,New York City,New York,East,5/24/2017,Second Class,0.2,12,0.34,34,14.17,Binders,0.94,5,"Mark Haberlin, New York City, New York",Low,14.17,9
5/15/2017,CA-2017-141523,2,Mark Haberlin,Corporate,Newell 326,Office Supplies,Newell,New York City,New York,East,5/24/2017,Second Class,0,1,0.29,4,2,Art,0.94,5,"Mark Haberlin, New York City, New York",Low,2,9
5/15/2017,CA-2017-141887,14,Mark Packer,Home Office,Ultra Door Push Plate,Furniture,Ultra,Columbus,Ohio,East,5/25/2017,Standard Class,0.2,9,0.16,55,4.91,Furnishings,6.86,5,"Mark Packer, Columbus, Ohio",Low,4.91,10
5/15/2017,CA-2017-141551,1,Benjamin Patterson,Consumer,Xerox 232,Office Supplies,Xerox,Broken Arrow,Oklahoma,Central,5/20/2017,Standard Class,0,3,0.48,6,6,Paper,10.36,5,"Benjamin Patterson, Broken Arrow, Oklahoma",Low,6,5
5/16/2017,CA-2017-141957,2,Jason Gross,Corporate,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Boston,Newark,Ohio,East,5/16/2017,Same Day,0.2,1,0.08,19,11.88,Art,50.93,5,"Jason Gross, Newark, Ohio",Low,11.88,0
5/16/2017,CA-2017-141957,2,Jason Gross,Corporate,"Fellowes Mobile File Cart, Black",Office Supplies,Fellowes,Newark,Ohio,East,5/16/2017,Same Day,0.2,9,0.09,99,61.88,Storage,50.93,5,"Jason Gross, Newark, Ohio",Low,61.88,0
5/16/2017,CA-2017-141957,1,Jason Gross,Corporate,Safco Steel Mobile File Cart,Office Supplies,SAFCO,Newark,Ohio,East,5/16/2017,Same Day,0.2,4,0.06,67,83.75,Storage,50.93,5,"Jason Gross, Newark, Ohio",Low,83.75,0
5/16/2017,CA-2017-141957,7,Jason Gross,Corporate,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Wilson Jones,Newark,Ohio,East,5/16/2017,Same Day,0.7,-8,-0.73,11,5.24,Binders,50.93,5,"Jason Gross, Newark, Ohio",Loss,5.24,0
5/17/2017,CA-2017-142097,6,Quincy Jones,Corporate,#10 Self-Seal White Envelopes,Office Supplies,Other,Springfield,Virginia,South,5/18/2017,Standard Class,0,33,0.49,67,11.17,Envelopes,7.88,5,"Quincy Jones, Springfield, Virginia",Low,11.17,1
5/17/2017,CA-2017-142335,3,Michael Paige,Corporate,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Chromcraft,Detroit,Michigan,Central,5/22/2017,Standard Class,0,231,0.14,1653,551,Tables,5.45,5,"Michael Paige, Detroit, Michigan",High,551,5
5/17/2017,CA-2017-142097,7,Quincy Jones,Corporate,GBC Twin Loop Wire Binding Elements,Office Supplies,GBC,Springfield,Virginia,South,5/18/2017,Standard Class,0,116,0.5,233,33.29,Binders,7.88,5,"Quincy Jones, Springfield, Virginia",High,33.29,1
5/17/2017,CA-2017-142097,3,Quincy Jones,Corporate,Holmes Odor Grabber,Office Supplies,Holmes,Springfield,Virginia,South,5/18/2017,Standard Class,0,14,0.33,43,14.33,Appliances,7.88,5,"Quincy Jones, Springfield, Virginia",Low,14.33,1
5/17/2017,CA-2017-142398,7,Beth Paige,Consumer,Hon Comfortask Task/Swivel Chairs,Furniture,Hon,Los Angeles,California,West,5/20/2017,Standard Class,0.2,-32,-0.05,638,113.93,Chairs,14.86,5,"Beth Paige, Los Angeles, California",Loss,113.93,3
5/17/2017,CA-2017-142398,1,Beth Paige,Consumer,JM Magazine Binder,Office Supplies,Other,Los Angeles,California,West,5/20/2017,Standard Class,0.2,5,0.35,13,16.25,Binders,14.86,5,"Beth Paige, Los Angeles, California",Low,16.25,3
5/17/2017,CA-2017-142370,2,Theone Pippenger,Consumer,Letter Slitter,Office Supplies,Other,Columbus,Georgia,South,5/18/2017,Standard Class,0,0,0.03,5,2.5,Supplies,6.86,5,"Theone Pippenger, Columbus, Georgia",Loss,2.5,1
5/17/2017,CA-2017-142370,5,Theone Pippenger,Consumer,Logitech Wireless Marathon Mouse M705,Technology,Logitech,Columbus,Georgia,South,5/18/2017,Standard Class,0,107,0.43,250,50,Accessories,6.86,5,"Theone Pippenger, Columbus, Georgia",High,50,1
5/17/2017,CA-2017-142335,3,Michael Paige,Corporate,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Other,Detroit,Michigan,Central,5/22/2017,Standard Class,0,80,0.27,296,98.67,Storage,5.45,5,"Michael Paige, Detroit, Michigan",High,98.67,5
5/18/2017,CA-2017-142405,2,Sanjit Engle,Consumer,Avery 486,Office Supplies,Avery,Seattle,Washington,West,5/23/2017,Standard Class,0,7,0.47,15,7.5,Labels,7,5,"Sanjit Engle, Seattle, Washington",Low,7.5,5
5/18/2017,CA-2017-142405,14,Sanjit Engle,Consumer,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Wilson Jones,Seattle,Washington,West,5/23/2017,Standard Class,0.2,18,0.33,54,4.82,Binders,7,5,"Sanjit Engle, Seattle, Washington",Low,4.82,5
5/19/2017,CA-2017-142545,1,Jonathan Doherty,Corporate,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Avery,Belleville,New Jersey,East,5/29/2017,Standard Class,0,7,0.46,14,14,Binders,6.48,5,"Jonathan Doherty, Belleville, New Jersey",Low,14,10
5/19/2017,CA-2017-142594,5,Eva Jacobs,Consumer,"Executive Impressions 14""",Furniture,Executive Impressions,Franklin,Massachusetts,East,5/26/2017,Second Class,0,49,0.44,111,22.2,Furnishings,7.85,5,"Eva Jacobs, Franklin, Massachusetts",High,22.2,7
5/19/2017,CA-2017-142545,4,Jonathan Doherty,Corporate,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Other,Belleville,New Jersey,East,5/29/2017,Standard Class,0,38,0.49,78,19.5,Furnishings,6.48,5,"Jonathan Doherty, Belleville, New Jersey",Low,19.5,10
5/19/2017,CA-2017-142405,3,Sanjit Engle,Consumer,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Logitech,Seattle,Washington,West,5/23/2017,Standard Class,0,133,0.34,390,130,Accessories,7,5,"Sanjit Engle, Seattle, Washington",High,130,4
